run_id,experiment_id,timestamp,seed,model_name,model_family,edge_type,directed,graph_window,target_type,target_horizon,corr_window,lookback_window,protocol_version,split_train_end,split_val_start,split_test_start,rebalance_freq,baseline_version,target_policy_hash,split_id,config_hash,run_key,prediction_rows,prediction_unique_pairs,prediction_rmse,prediction_mae,prediction_rank_ic,portfolio_final_value,portfolio_cumulative_return,portfolio_annualized_return,portfolio_annualized_volatility,portfolio_sharpe,portfolio_sharpe_daily,portfolio_sharpe_annualized,portfolio_sortino_annualized,portfolio_max_drawdown,portfolio_turnover,runtime_train_seconds,runtime_inference_seconds,run_tag,out_dir,artifact_prefix
m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-2041bcaeeadb__sd-42__tg-fixed-medium,xgb_raw_rolling_cv_y2022_1772230472_reb5,2026-02-27 22:14:32,42,xgb_raw,xgboost,none,False,,regression,1,0,60,v1_rolling_cv_subset,2021-12-31,2022-01-01,2022-01-01,5,price_bh_v2_eqw_v2,0ccfda622ba4,2041bcaeeadb,fd1b7fb84590,78cec983d192,8000,8000,0.021577155135149,0.015291376967491001,0.016717674573405002,0.8817593476666241,-0.121252143993458,-0.122160350774225,0.21586068138559603,-0.030233933672781002,-0.030233933672781002,-0.47994917087729605,-0.7683198594506331,-0.202098952512154,0.1476,0.682205915451049,0.003450155258178,xgb_raw_rolling_cv_y2022,results/runs/m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-2041bcaeeadb__sd-42__tg-fixed-medium,xgb_raw
m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-5f466004c922__sd-42__tg-fixed-medium,gat_corr_sector_granger_rolling_cv_y2024_1772236723_reb21,2026-02-27 23:58:43,42,gat,gnn,corr+sector+granger,True,2000-06-26..2024-12-27,regression,1,60,250,v1_rolling_cv_subset,2023-12-31,2024-01-01,2024-01-01,21,price_bh_v2_eqw_v2,7ca238b83d6a,5f466004c922,2eedcdffa35d,4327280d24c4,8000,8000,0.016023773513426,0.010940650584670001,0.006014665175640001,1.295808346831491,0.301285576281259,0.304030042674922,0.11633186599770101,0.145167565732705,0.145167565732705,2.304466808811835,3.180416369428325,-0.057204509426184005,0.0388,1360.8621711730957,19.150336027145386,gat_corr_sector_granger_rolling_cv_y2024,results/runs/m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-5f466004c922__sd-42__tg-fixed-medium,gat
m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_raw_rolling_cv_y2021_1772230466_reb21,2026-02-27 22:14:26,42,xgb_raw,xgboost,none,False,,regression,1,0,60,v1_rolling_cv_subset,2020-12-31,2021-01-01,2021-01-01,21,price_bh_v2_eqw_v2,3b53bcae1702,3170f4531422,6e1ac49698e5,cf12d074d51b,8032,8032,0.015022850574396,0.010756106879091001,0.0009740618015500001,1.2724262368962351,0.26133459119623303,0.262501842134375,0.116068889905379,0.134985983662601,0.134985983662601,2.142838990217661,3.025531586080795,-0.062692209156521,0.038645418326693,0.41394376754760703,0.003350019454956,xgb_raw_rolling_cv_y2021,results/runs/m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_raw
m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-3170f4531422__sd-42__tg-fixed-medium,gat_corr_sector_granger_rolling_cv_y2021_1772232633_reb21,2026-02-27 22:50:33,42,gat,gnn,corr+sector+granger,True,2000-06-26..2021-12-30,regression,1,60,250,v1_rolling_cv_subset,2020-12-31,2021-01-01,2021-01-01,21,price_bh_v2_eqw_v2,3b53bcae1702,3170f4531422,09f784f0bc8d,2a8925c7c08c,8032,8032,0.015141437129016002,0.010863811468456,-0.012511537428000001,1.261169989321662,0.24848802120460703,0.24959241769828902,0.11708496143385001,0.12907557496855201,0.12907557496855201,2.049014008268746,2.8023900945434312,-0.064975949629282,0.038645418326693,1192.4999389648438,19.326002836227417,gat_corr_sector_granger_rolling_cv_y2021,results/runs/m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-3170f4531422__sd-42__tg-fixed-medium,gat
m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-5f466004c922__sd-42__tg-fixed-medium,xgb_node2vec_corr_rolling_cv_y2024_1772230455_reb21,2026-02-27 22:14:15,42,xgb_node2vec,xgboost,node2vec_correlation,False,2000-03-29..2023-12-29,regression,1,60,60,v1_rolling_cv_subset,2023-12-31,2024-01-01,2024-01-01,21,price_bh_v2_eqw_v2,7ca238b83d6a,5f466004c922,adf0c646efee,6ae7988328bc,8000,8000,0.015629879906773,0.010540594989568,0.012689945257071001,1.239169274043192,0.24960836000125602,0.251837950439571,0.11057647177894901,0.126663832217385,0.126663832217385,2.010728887547129,2.984768844593309,-0.06611323721636,0.036800000000000006,5.962372779846191,0.008360862731933,xgb_node2vec_corr_rolling_cv_y2024,results/runs/m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-5f466004c922__sd-42__tg-fixed-medium,xgb_node2vec
m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_node2vec_corr_rolling_cv_y2021_1772230420_reb21,2026-02-27 22:13:40,42,xgb_node2vec,xgboost,node2vec_correlation,False,2000-03-29..2020-12-31,regression,1,60,60,v1_rolling_cv_subset,2020-12-31,2021-01-01,2021-01-01,21,price_bh_v2_eqw_v2,3b53bcae1702,3170f4531422,10a3467d9c25,10a383b10d9e,8032,8032,0.015029188434253,0.010766790106507001,0.001312740022525,1.2422163976941811,0.23319721843580002,0.23422749186580402,0.11342897153256401,0.12455310981964501,0.12455310981964501,1.977222088754921,2.701384796253048,-0.068101888834442,0.033466135458167005,5.371665954589844,0.006897211074829001,xgb_node2vec_corr_rolling_cv_y2021,results/runs/m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_node2vec
m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-5f466004c922__sd-42__tg-fixed-medium,xgb_raw_rolling_cv_y2024_1772230484_reb21,2026-02-27 22:14:44,42,xgb_raw,xgboost,none,False,,regression,1,0,60,v1_rolling_cv_subset,2023-12-31,2024-01-01,2024-01-01,21,price_bh_v2_eqw_v2,7ca238b83d6a,5f466004c922,62da5fb90654,be6767ed6641,8000,8000,0.015613447066227,0.01052763418899,-0.002560843876874,1.207350771214193,0.21598585782360302,0.21788968505585402,0.11108162702641401,0.11123728225996701,0.11123728225996701,1.76583963580263,2.645964664155689,-0.07390674914765401,0.036000000000000004,0.7357759475708,0.003353834152221,xgb_raw_rolling_cv_y2024,results/runs/m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-5f466004c922__sd-42__tg-fixed-medium,xgb_raw
m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-2108dc994532__sd-42__tg-fixed-medium,gat_corr_sector_granger_rolling_cv_y2023_1772235280_reb21,2026-02-27 23:34:40,42,gat,gnn,corr+sector+granger,True,2000-06-26..2023-12-28,regression,1,60,250,v1_rolling_cv_subset,2022-12-31,2023-01-01,2023-01-01,21,price_bh_v2_eqw_v2,13a0f67e443c,2108dc994532,0c1742a28ce5,a7bfb0ee0780,7968,7968,0.016444096983807003,0.011499378469892001,0.0026468492993890003,1.179343160171829,0.174927004963288,0.17721121416114502,0.115665979148881,0.09457983414109,0.09457983414109,1.501410381673205,2.366970820362366,-0.09568712718724001,0.037349397590361,1293.1873648166656,19.723127603530884,gat_corr_sector_granger_rolling_cv_y2023,results/runs/m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-2108dc994532__sd-42__tg-fixed-medium,gat
m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-2108dc994532__sd-42__tg-fixed-medium,xgb_raw_rolling_cv_y2023_1772230478_reb21,2026-02-27 22:14:38,42,xgb_raw,xgboost,none,False,,regression,1,0,60,v1_rolling_cv_subset,2022-12-31,2023-01-01,2023-01-01,21,price_bh_v2_eqw_v2,13a0f67e443c,2108dc994532,56b83f3ea986,90157c707322,7968,7968,0.01581805160309,0.010908759086337,0.008829589300839,1.171387883029661,0.16846194052813102,0.17065575473468603,0.115230670067387,0.09116220988414801,0.09116220988414801,1.447157211565755,2.289093450922509,-0.105802185101787,0.034538152610441006,0.6389219760894771,0.0037009716033930004,xgb_raw_rolling_cv_y2023,results/runs/m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-2108dc994532__sd-42__tg-fixed-medium,xgb_raw
m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-2108dc994532__sd-42__tg-fixed-medium,xgb_node2vec_corr_rolling_cv_y2023_1772230443_reb21,2026-02-27 22:14:03,42,xgb_node2vec,xgboost,node2vec_correlation,False,2000-03-29..2022-12-30,regression,1,60,60,v1_rolling_cv_subset,2022-12-31,2023-01-01,2023-01-01,21,price_bh_v2_eqw_v2,13a0f67e443c,2108dc994532,717185466c45,8b1d257144b2,7968,7968,0.015830225137529002,0.010919127221631,0.013562496130416001,1.1556853248759311,0.147363569065624,0.149265437019892,0.12362352167122401,0.078518700075176,0.078518700075176,1.246447322564014,1.934524636585003,-0.125687781022054,0.034136546184738,5.62736177444458,0.007638931274414001,xgb_node2vec_corr_rolling_cv_y2023,results/runs/m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-2108dc994532__sd-42__tg-fixed-medium,xgb_node2vec
m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-da1e51e1afff__sd-42__tg-fixed-medium,gat_corr_sector_granger_rolling_cv_y2020_1772231370_reb21,2026-02-27 22:29:30,42,gat,gnn,corr+sector+granger,True,2000-06-26..2020-12-30,regression,1,60,250,v1_rolling_cv_subset,2019-12-31,2020-01-01,2020-01-01,21,price_bh_v2_eqw_v2,c12afaeb7d19,da1e51e1afff,992bded66442,ea28e59a7ff1,8064,8064,0.032078780742034005,0.01952774477494,0.009231897231014,1.304139705226038,0.314186115310352,0.314186115310352,0.335074475785792,0.060475420740737,0.060475420740737,0.960017997090408,1.156035528731633,-0.30809542499132603,0.030952380952380003,826.2909512519836,19.031114101409912,gat_corr_sector_granger_rolling_cv_y2020,results/runs/m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-da1e51e1afff__sd-42__tg-fixed-medium,gat
m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-da1e51e1afff__sd-42__tg-fixed-medium,xgb_node2vec_corr_rolling_cv_y2020_1772230409_reb21,2026-02-27 22:13:29,42,xgb_node2vec,xgboost,node2vec_correlation,False,2000-03-29..2019-12-31,regression,1,60,60,v1_rolling_cv_subset,2019-12-31,2020-01-01,2020-01-01,21,price_bh_v2_eqw_v2,c12afaeb7d19,da1e51e1afff,674b044bdd2a,77db3107f7f0,8064,8064,0.028361554863996004,0.017918721112953,0.06033045575537101,1.20620769863941,0.21460574157953902,0.21460574157953902,0.30241069999867304,0.048601263163524006,0.048601263163524006,0.771521539401929,0.9061949722704531,-0.283586994944286,0.037301587301587,5.066169023513794,0.007650136947631001,xgb_node2vec_corr_rolling_cv_y2020,results/runs/m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-da1e51e1afff__sd-42__tg-fixed-medium,xgb_node2vec
m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-da1e51e1afff__sd-42__tg-fixed-medium,xgb_raw_rolling_cv_y2020_1772230460_reb21,2026-02-27 22:14:20,42,xgb_raw,xgboost,none,False,,regression,1,0,60,v1_rolling_cv_subset,2019-12-31,2020-01-01,2020-01-01,21,price_bh_v2_eqw_v2,c12afaeb7d19,da1e51e1afff,bc48554ede64,1535a7a76c27,8064,8064,0.028304006641112003,0.017968617714046002,0.048687851218837,1.163757601457622,0.170336924656143,0.170336924656143,0.30031361464335105,0.041274483114472,0.041274483114472,0.655212453225377,0.7678664581424121,-0.288409902763759,0.032142857142857,0.5971710681915281,0.0030269622802730003,xgb_raw_rolling_cv_y2020,results/runs/m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-da1e51e1afff__sd-42__tg-fixed-medium,xgb_raw
m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-2041bcaeeadb__sd-42__tg-fixed-medium,xgb_raw_rolling_cv_y2022_1772230472_reb21,2026-02-27 22:14:32,42,xgb_raw,xgboost,none,False,,regression,1,0,60,v1_rolling_cv_subset,2021-12-31,2022-01-01,2022-01-01,21,price_bh_v2_eqw_v2,0ccfda622ba4,2041bcaeeadb,fd1b7fb84590,148e0e662ef4,8000,8000,0.021577155135149,0.015291376967491001,0.016717674573405002,0.891792641466523,-0.11125311711761401,-0.112091292032298,0.21425536694539402,-0.027218623162609003,-0.027218623162609003,-0.43208256764343606,-0.716283154184107,-0.16705578469190802,0.0396,0.682205915451049,0.003450155258178,xgb_raw_rolling_cv_y2022,results/runs/m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-2041bcaeeadb__sd-42__tg-fixed-medium,xgb_raw
m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-2041bcaeeadb__sd-42__tg-fixed-medium,xgb_node2vec_corr_rolling_cv_y2022_1772230432_reb21,2026-02-27 22:13:52,42,xgb_node2vec,xgboost,node2vec_correlation,False,2000-03-29..2021-12-31,regression,1,60,60,v1_rolling_cv_subset,2021-12-31,2022-01-01,2022-01-01,21,price_bh_v2_eqw_v2,0ccfda622ba4,2041bcaeeadb,2d65242d19d5,90d0915e9997,8000,8000,0.021671609614095002,0.015367471803471,0.0010558387552360002,0.8753974516531541,-0.126796385945969,-0.127743029527221,0.222189223431688,-0.031058917502500002,-0.031058917502500002,-0.49304538247535606,-0.8178743389779961,-0.21186439337305502,0.0356,5.738354921340942,0.007155179977416001,xgb_node2vec_corr_rolling_cv_y2022,results/runs/m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-2041bcaeeadb__sd-42__tg-fixed-medium,xgb_node2vec
m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-2041bcaeeadb__sd-42__tg-fixed-medium,gat_corr_sector_granger_rolling_cv_y2022_1772233912_reb21,2026-02-27 23:11:52,42,gat,gnn,corr+sector+granger,True,2000-06-26..2022-12-29,regression,1,60,250,v1_rolling_cv_subset,2021-12-31,2022-01-01,2022-01-01,21,price_bh_v2_eqw_v2,0ccfda622ba4,2041bcaeeadb,a43bf196a0bc,73fcb7d1325a,8000,8000,0.022541834968430003,0.016059226059923,0.036087976539589006,0.8624542007308901,-0.14409823307448,-0.14516299447498301,0.218711057056582,-0.036085867536888,-0.036085867536888,-0.572845803862963,-0.9014261228432721,-0.24122546846646903,0.0352,1206.4294531345367,19.194233179092407,gat_corr_sector_granger_rolling_cv_y2022,results/runs/m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-2041bcaeeadb__sd-42__tg-fixed-medium,gat
